"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexpressed"
"GOBP_IMMUNE_EFFECTOR_PROCESS","GOBP_IMMUNE_EFFECTOR_PROCESS","2/60","441/11652",0.00453514739229025,0.880725623582766,-0.18370556526207,0.668867249510715,0.753386422651503,0.747787602652158,"14061/11537",2,0.122982210812688,"up"
"GOBP_REGULATION_OF_CELL_ACTIVATION","GOBP_REGULATION_OF_CELL_ACTIVATION","2/60","457/11652",0.00437636761487965,0.849890590809628,-0.235522285363086,0.688055311426858,0.76664783622346,0.760950463522217,"240754/242122",2,0.115404085734256,"up"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","1/60","225/11652",0.00444444444444444,0.863111111111111,-0.149166528905356,0.690542076003726,0.767763985578336,0.762058318170496,"76123",1,0.114772263710453,"up"
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","1/60","230/11652",0.00434782608695652,0.844347826086956,-0.171524463978111,0.698582985311825,0.771725220953448,0.765990115473493,"242122",1,0.112537306226754,"up"
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","1/60","247/11652",0.00404858299595142,0.786234817813765,-0.244295710368632,0.72441528550183,0.778718466732957,0.772931390679663,"81799",1,0.108619526209044,"up"
"GOBP_LEUKOCYTE_PROLIFERATION","GOBP_LEUKOCYTE_PROLIFERATION","1/60","250/11652",0.004,0.7768,-0.256656174266606,0.728742251294128,0.778718466732957,0.772931390679663,"242122",1,0.108619526209044,"up"
"GOBP_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_LEUKOCYTE_MEDIATED_IMMUNITY","1/60","268/11652",0.00373134328358209,0.724626865671642,-0.328110071414399,0.753335752513866,0.795657985801161,0.789745023064372,"14061",1,0.0992735739691541,"up"
"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION","1/60","268/11652",0.00373134328358209,0.724626865671642,-0.328110071414399,0.753335752513866,0.795657985801161,0.789745023064372,"13404",1,0.0992735739691541,"up"
"GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","1/60","277/11652",0.0036101083032491,0.701083032490975,-0.362236984370386,0.764796550014439,0.802028025065852,0.796067723138762,"242122",1,0.0958104560066024,"up"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","1/60","297/11652",0.00336700336700337,0.653872053872054,-0.434709729806868,0.788423106497996,0.820150394485843,0.814055415477652,"76123",1,0.0861065018768279,"up"
"GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","1/60","321/11652",0.00311526479750779,0.604984423676012,-0.516310143879375,0.813709630489681,0.838859180385174,0.832625166319398,"57349",1,0.0763109382352034,"up"
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","1/60","349/11652",0.00286532951289398,0.556446991404011,-0.605256440102334,0.839471909357902,0.861980093620726,0.855574255604406,"94090",1,0.0645027635610159,"up"
"GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","1/60","355/11652",0.0028169014084507,0.547042253521127,-0.62354577887999,0.844518449899437,0.864586215045562,0.85816100953825,"12424",1,0.0631916931342795,"up"
"GOBP_MYELOID_CELL_DIFFERENTIATION","GOBP_MYELOID_CELL_DIFFERENTIATION","1/60","377/11652",0.0026525198938992,0.515119363395225,-0.688533826247111,0.861722687324773,0.878719190033348,0.872188954782159,"69656",1,0.0561498890936895,"up"
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION","1/60","398/11652",0.00251256281407035,0.487939698492462,-0.747803043409871,0.876392484388679,0.888421400841073,0.881819063239383,"381290",1,0.0513809884449931,"up"
"GOBP_ORGANELLE_FISSION","GOBP_ORGANELLE_FISSION","1/60","414/11652",0.00241545893719807,0.469082125603865,-0.791336219269686,0.886531764469652,0.894927075244878,0.888276390475167,"13404",1,0.0482123525154686,"up"
"GOBP_CELL_CYCLE_PHASE_TRANSITION","GOBP_CELL_CYCLE_PHASE_TRANSITION","1/60","489/11652",0.00204498977505112,0.397137014314928,-0.979852324744126,0.924155006355019,0.926267340547564,0.919383749398223,"381290",1,0.0332636485579574,"up"
"GOBP_CHROMOSOME_ORGANIZATION","GOBP_CHROMOSOME_ORGANIZATION","1/60","498/11652",0.00200803212851406,0.38995983935743,-1.00100401207838,0.927747299725275,0.927747299725275,0.920852710202732,"13404",1,0.0325703010224228,"up"
